171	Karl	30	PF
172	Mark	33	C
173	Kobe	15	SG
174	Derrick	18	PG
175	Jeff	29	SG
176	David	32	C
177	Reggie	33	SG
178	Dennis	30	PF
179	Charles	31	PF
180	Magic	33	PG
181	James	20	SF
182	Clay	18	SG
183	John	31	PG
184	Karl	30	PF
185	Mark	33	C
186	Kobe	15	SG
187	Derrick	18	PG
188	Jeff	29	SG
189	David	32	C
190	Reggie	33	SG
191	Dennis	30	PF
192	Charles	31	PF
193	Magic	33	PG
194	James	20	SF
195	Clay	18	SG
196	John	31	PG
197	Karl	30	PF
198	Mark	33	C
199	Kobe	15	SG
200	Derrick	18	PG
201	Jeff	29	SG
202	David	32	C
203	Reggie	33	SG
204	Dennis	30	PF
205	Charles	31	PF
206	Magic	33	PG
207	James	20	SF
208	Clay	18	SG
209	John	31	PG
210	Karl	30	PF
211	Mark	33	C
212	Kobe	15	SG
213	Derrick	18	PG
214	Jeff	29	SG
215	David	32	C
216	Reggie	33	SG
217	Dennis	30	PF
218	Charles	31	PF
219	Magic	33	PG
220	James	20	SF
221	Clay	18	SG
222	John	31	PG
223	Karl	30	PF
224	Mark	33	C
225	Kobe	15	SG
226	Derrick	18	PG
227	Jeff	29	SG
228	David	32	C
229	Reggie	33	SG
230	Dennis	30	PF
231	Charles	31	PF
232	Magic	33	PG
233	James	20	SF
234	Clay	18	SG
235	John	31	PG
236	Karl	30	PF
237	Mark	33	C
238	Kobe	15	SG
239	Derrick	18	PG
240	Jeff	29	SG
241	David	32	C
242	Reggie	33	SG
243	Dennis	30	PF
244	Charles	31	PF
245	Magic	33	PG
246	James	20	SF
247	Clay	18	SG
248	John	31	PG
249	Karl	30	PF
250	Mark	33	C
251	Kobe	15	SG
252	Derrick	18	PG
253	Jeff	29	SG
254	David	32	C
255	Reggie	33	SG
256	Dennis	30	PF
257	Charles	31	PF
258	Magic	33	PG
259	James	20	SF
260	Clay	18	SG
261	John	31	PG
262	Karl	30	PF
263	Mark	33	C
264	Kobe	15	SG
265	Derrick	18	PG
266	Jeff	29	SG
267	David	32	C
268	Reggie	33	SG
269	Dennis	30	PF
270	Charles	31	PF
271	Magic	33	PG
272	James	20	SF
273	Clay	18	SG
274	John	31	PG
275	Karl	30	PF
276	Mark	33	C
277	Kobe	15	SG
278	Derrick	18	PG
279	Jeff	29	SG
280	David	32	C
281	Reggie	33	SG
282	Dennis	30	PF
283	Charles	31	PF
284	Magic	33	PG
285	James	20	SF
286	Clay	18	SG
287	John	31	PG
288	Karl	30	PF
289	Mark	33	C
290	Kobe	15	SG
291	Derrick	18	PG
292	Jeff	29	SG
293	David	32	C
294	Reggie	33	SG
295	Dennis	30	PF
296	Charles	31	PF
297	Magic	33	PG
298	James	20	SF
299	Clay	18	SG
300	John	31	PG
301	Karl	30	PF
302	Mark	33	C
303	Kobe	15	SG
304	Derrick	18	PG
305	Jeff	29	SG
306	David	32	C
307	Reggie	33	SG
308	Dennis	30	PF
309	Charles	31	PF
310	Magic	33	PG
311	James	20	SF
312	Clay	18	SG
313	John	31	PG
314	Karl	30	PF
315	Mark	33	C
316	Kobe	15	SG
317	Derrick	18	PG
318	Jeff	29	SG
319	David	32	C
320	Reggie	33	SG
321	Dennis	30	PF
322	Charles	31	PF
323	Magic	33	PG
324	James	20	SF
325	Clay	18	SG
326	John	31	PG
327	Karl	30	PF
328	Mark	33	C
329	Kobe	15	SG
330	Derrick	18	PG
331	Jeff	29	SG
332	David	32	C
333	Reggie	33	SG
334	Dennis	30	PF
335	Charles	31	PF
336	Magic	33	PG
337	James	20	SF
338	Clay	18	SG
339	John	31	PG
340	Karl	30	PF
341	Mark	33	C
342	Kobe	15	SG
343	Derrick	18	PG
344	Jeff	29	SG
345	David	32	C
346	Reggie	33	SG
347	Dennis	30	PF
348	Charles	31	PF
349	Magic	33	PG
350	James	20	SF
351	Clay	18	SG
352	John	31	PG
353	Karl	30	PF
354	Mark	33	C
355	Kobe	15	SG
356	Derrick	18	PG
357	Jeff	29	SG
358	David	32	C
359	Reggie	33	SG
360	Dennis	30	PF
361	Charles	31	PF
362	Magic	33	PG
363	James	20	SF
364	Clay	18	SG
365	John	31	PG
366	Karl	30	PF
367	Mark	33	C
368	Kobe	15	SG
369	Derrick	18	PG
370	Jeff	29	SG
371	David	32	C
372	Reggie	33	SG
373	Dennis	30	PF
374	Charles	31	PF
375	Magic	33	PG
376	James	20	SF
377	Clay	18	SG
378	John	31	PG
379	Karl	30	PF
380	Mark	33	C
381	Kobe	15	SG
382	Derrick	18	PG
383	Jeff	29	SG
384	David	32	C
385	Reggie	33	SG
386	Dennis	30	PF
387	Charles	31	PF
388	Magic	33	PG
389	James	20	SF
390	Clay	18	SG
391	John	31	PG
392	Karl	30	PF
393	Mark	33	C
394	Kobe	15	SG
395	Derrick	18	PG
396	Jeff	29	SG
397	David	32	C
398	Reggie	33	SG
399	Dennis	30	PF
400	Charles	31	PF
401	Magic	33	PG
402	James	20	SF
403	Clay	18	SG
404	John	31	PG
405	Karl	30	PF
406	Mark	33	C
407	Kobe	15	SG
408	Derrick	18	PG
409	Jeff	29	SG
410	David	32	C
411	Reggie	33	SG
412	Dennis	30	PF
413	Charles	31	PF
414	Magic	33	PG
415	James	20	SF
416	Clay	18	SG
417	John	31	PG
418	Karl	30	PF
419	Mark	33	C
420	Kobe	15	SG
421	Derrick	18	PG
422	Jeff	29	SG
423	David	32	C
424	Reggie	33	SG
425	Dennis	30	PF
426	Charles	31	PF
427	Magic	33	PG
428	James	20	SF
429	Clay	18	SG
430	John	31	PG
431	Karl	30	PF
432	Mark	33	C
433	Kobe	15	SG
434	Derrick	18	PG
435	Jeff	29	SG
436	David	32	C
437	Reggie	33	SG
438	Dennis	30	PF
439	Charles	31	PF
440	Magic	33	PG
441	James	20	SF
442	Clay	18	SG
443	John	31	PG
444	Karl	30	PF
445	Mark	33	C
446	Kobe	15	SG
447	Derrick	18	PG
448	Jeff	29	SG
449	David	32	C
450	Reggie	33	SG
451	Dennis	30	PF
452	Charles	31	PF
453	Magic	33	PG
454	James	20	SF
455	Clay	18	SG
456	John	31	PG
457	Karl	30	PF
458	Mark	33	C
459	Kobe	15	SG
460	Derrick	18	PG
461	Jeff	29	SG
462	David	32	C
463	Reggie	33	SG
464	Dennis	30	PF
465	Charles	31	PF
466	Magic	33	PG
467	James	20	SF
468	Clay	18	SG
469	John	31	PG
470	Karl	30	PF
471	Mark	33	C
472	Kobe	15	SG
473	Derrick	18	PG
474	Jeff	29	SG
475	David	32	C
476	Reggie	33	SG
477	Dennis	30	PF
478	Charles	31	PF
479	Magic	33	PG
480	James	20	SF
481	Clay	18	SG
482	John	31	PG
483	Karl	30	PF
484	Mark	33	C
485	Kobe	15	SG
486	Derrick	18	PG
487	Jeff	29	SG
488	David	32	C
489	Reggie	33	SG
490	Dennis	30	PF
491	Charles	31	PF
492	Magic	33	PG
493	James	20	SF
494	Clay	18	SG
495	John	31	PG
496	Karl	30	PF
497	Mark	33	C
498	Kobe	15	SG
499	Derrick	18	PG
500	Jeff	29	SG
501	David	32	C
502	Reggie	33	SG
503	Dennis	30	PF
504	Charles	31	PF
505	Magic	33	PG
506	James	20	SF
507	Clay	18	SG
508	John	31	PG
509	Karl	30	PF
510	Mark	33	C
511	Kobe	15	SG
512	Derrick	18	PG
513	Jeff	29	SG
514	David	32	C
515	Reggie	33	SG
516	Dennis	30	PF
517	Charles	31	PF
518	Magic	33	PG
519	James	20	SF
520	Clay	18	SG
521	John	31	PG
522	Karl	30	PF
523	Mark	33	C
524	Kobe	15	SG
525	Derrick	18	PG
526	Jeff	29	SG
527	David	32	C
528	Reggie	33	SG
529	Dennis	30	PF
530	Charles	31	PF
531	Magic	33	PG
532	James	20	SF
533	Clay	18	SG
534	John	31	PG
535	Karl	30	PF
536	Mark	33	C
537	Kobe	15	SG
538	Derrick	18	PG
539	Jeff	29	SG
540	David	32	C
541	Reggie	33	SG
542	Dennis	30	PF
543	Charles	31	PF
544	Magic	33	PG
545	James	20	SF
546	Clay	18	SG
547	John	31	PG
548	Karl	30	PF
549	Mark	33	C
550	Kobe	15	SG
551	Derrick	18	PG
552	Jeff	29	SG
553	David	32	C
554	Reggie	33	SG
555	Dennis	30	PF
556	Charles	31	PF
557	Magic	33	PG
558	James	20	SF
559	Clay	18	SG
560	John	31	PG
561	Karl	30	PF
562	Mark	33	C
563	Kobe	15	SG
564	Derrick	18	PG
565	Jeff	29	SG
566	David	32	C
567	Reggie	33	SG
568	Dennis	30	PF
569	Charles	31	PF
570	Magic	33	PG
571	James	20	SF
572	Clay	18	SG
573	John	31	PG
574	Karl	30	PF
575	Mark	33	C
576	Kobe	15	SG
577	Derrick	18	PG
578	Jeff	29	SG
579	David	32	C
580	Reggie	33	SG
581	Dennis	30	PF
582	Charles	31	PF
583	Magic	33	PG
584	James	20	SF
585	Clay	18	SG
586	John	31	PG
587	Karl	30	PF
588	Mark	33	C
589	Kobe	15	SG
590	Derrick	18	PG
591	Jeff	29	SG
592	David	32	C
593	Reggie	33	SG
594	Dennis	30	PF
595	Charles	31	PF
596	Magic	33	PG
597	James	20	SF
598	Clay	18	SG
599	John	31	PG
600	Karl	30	PF
601	Mark	33	C
602	Kobe	15	SG
603	Derrick	18	PG
604	Jeff	29	SG
605	David	32	C
606	Reggie	33	SG
607	Dennis	30	PF
608	Charles	31	PF
609	Magic	33	PG
610	James	20	SF
611	Clay	18	SG
612	John	31	PG
613	Karl	30	PF
614	Mark	33	C
615	Kobe	15	SG
616	Derrick	18	PG
617	Jeff	29	SG
618	David	32	C
619	Reggie	33	SG
620	Dennis	30	PF
621	Charles	31	PF
622	Magic	33	PG
623	James	20	SF
624	Clay	18	SG
625	John	31	PG
626	Karl	30	PF
627	Mark	33	C
628	Kobe	15	SG
629	Derrick	18	PG
630	Jeff	29	SG
631	David	32	C
632	Reggie	33	SG
633	Dennis	30	PF
634	Charles	31	PF
635	Magic	33	PG
636	James	20	SF
637	Clay	18	SG
638	John	31	PG
639	Karl	30	PF
640	Mark	33	C
641	Kobe	15	SG
642	Derrick	18	PG
643	Jeff	29	SG
644	David	32	C
645	Reggie	33	SG
646	Dennis	30	PF
647	Charles	31	PF
648	Magic	33	PG
649	James	20	SF
650	Clay	18	SG
651	John	31	PG
652	Karl	30	PF
653	Mark	33	C
654	Kobe	15	SG
655	Derrick	18	PG
656	Jeff	29	SG
657	David	32	C
658	Reggie	33	SG
659	Dennis	30	PF
660	Charles	31	PF
661	Magic	33	PG
662	James	20	SF
663	Clay	18	SG
664	John	31	PG
665	Karl	30	PF
666	Mark	33	C
667	Kobe	15	SG
668	Derrick	18	PG
669	Jeff	29	SG
670	David	32	C
671	Reggie	33	SG
672	Dennis	30	PF
673	Charles	31	PF
674	Magic	33	PG
675	James	20	SF
676	Clay	18	SG
677	John	31	PG
678	Karl	30	PF
679	Mark	33	C
680	Kobe	15	SG
681	Derrick	18	PG
682	Jeff	29	SG
683	David	32	C
684	Reggie	33	SG
685	Dennis	30	PF
686	Charles	31	PF
687	Magic	33	PG
688	James	20	SF
689	Clay	18	SG
690	John	31	PG
691	Karl	30	PF
692	Mark	33	C
693	Kobe	15	SG
694	Derrick	18	PG
695	Jeff	29	SG
696	David	32	C
697	Reggie	33	SG
698	Dennis	30	PF
699	Charles	31	PF
700	Magic	33	PG
701	James	20	SF
702	Clay	18	SG
703	John	31	PG
704	Karl	30	PF
705	Mark	33	C
706	Kobe	15	SG
707	Derrick	18	PG
708	Jeff	29	SG
709	David	32	C
710	Reggie	33	SG
711	Dennis	30	PF
712	Charles	31	PF
713	Magic	33	PG
714	James	20	SF
715	Clay	18	SG
716	John	31	PG
717	Karl	30	PF
718	Mark	33	C
719	Kobe	15	SG
720	Derrick	18	PG
721	Jeff	29	SG
722	David	32	C
723	Reggie	33	SG
724	Dennis	30	PF
725	Charles	31	PF
726	Magic	33	PG
727	James	20	SF
728	Clay	18	SG
729	John	31	PG
730	Karl	30	PF
731	Mark	33	C
732	Kobe	15	SG
733	Derrick	18	PG
734	Jeff	29	SG
735	David	32	C
736	Reggie	33	SG
737	Dennis	30	PF
738	Charles	31	PF
739	Magic	33	PG
740	James	20	SF
741	Clay	18	SG
742	John	31	PG
743	Karl	30	PF
744	Mark	33	C
745	Kobe	15	SG
746	Derrick	18	PG
747	Jeff	29	SG
748	David	32	C
749	Reggie	33	SG
750	Dennis	30	PF
751	Charles	31	PF
752	Magic	33	PG
753	James	20	SF
754	Clay	18	SG
755	John	31	PG
756	Karl	30	PF
757	Mark	33	C
758	Kobe	15	SG
759	Derrick	18	PG
760	Jeff	29	SG
761	David	32	C
762	Reggie	33	SG
763	Dennis	30	PF
764	Charles	31	PF
765	Magic	33	PG
766	James	20	SF
767	Clay	18	SG
768	John	31	PG
769	Karl	30	PF
770	Mark	33	C
771	Kobe	15	SG
772	Derrick	18	PG
773	Jeff	29	SG
774	David	32	C
775	Reggie	33	SG
776	Dennis	30	PF
777	Charles	31	PF
778	Magic	33	PG
779	James	20	SF
780	Clay	18	SG
781	John	31	PG
782	Karl	30	PF
783	Mark	33	C
784	Kobe	15	SG
785	Derrick	18	PG
786	Jeff	29	SG
787	David	32	C
788	Reggie	33	SG
789	Dennis	30	PF
790	Charles	31	PF
791	Magic	33	PG
792	James	20	SF
793	Clay	18	SG
794	John	31	PG
795	Karl	30	PF
796	Mark	33	C
797	Kobe	15	SG
798	Derrick	18	PG
799	Jeff	29	SG
800	David	32	C
801	Reggie	33	SG
802	Dennis	30	PF
803	Charles	31	PF
804	Magic	33	PG
805	James	20	SF
806	Clay	18	SG
807	John	31	PG
808	Karl	30	PF
809	Mark	33	C
810	Kobe	15	SG
811	Derrick	18	PG
812	Jeff	29	SG
813	David	32	C
814	Reggie	33	SG
815	Dennis	30	PF
816	Charles	31	PF
817	Magic	33	PG
818	James	20	SF
819	Clay	18	SG
820	John	31	PG
821	Karl	30	PF
822	Mark	33	C
823	Kobe	15	SG
824	Derrick	18	PG
825	Jeff	29	SG
826	David	32	C
827	Reggie	33	SG
828	Dennis	30	PF
829	Charles	31	PF
830	Magic	33	PG
831	James	20	SF
832	Clay	18	SG
833	John	31	PG
834	Karl	30	PF
835	Mark	33	C
836	Kobe	15	SG
837	Derrick	18	PG
838	Jeff	29	SG
839	David	32	C
840	Reggie	33	SG
841	Dennis	30	PF
842	Charles	31	PF
843	Magic	33	PG
844	James	20	SF
845	Clay	18	SG
846	John	31	PG
847	Karl	30	PF
848	Mark	33	C
849	Kobe	15	SG
850	Derrick	18	PG
851	Jeff	29	SG
852	David	32	C
853	Reggie	33	SG
854	Dennis	30	PF
855	Charles	31	PF
856	Magic	33	PG
857	James	20	SF
858	Clay	18	SG
859	John	31	PG
860	Karl	30	PF
861	Mark	33	C
862	Kobe	15	SG
863	Derrick	18	PG
864	Jeff	29	SG
865	David	32	C
866	Reggie	33	SG
867	Dennis	30	PF
868	Charles	31	PF
869	Magic	33	PG
870	James	20	SF
871	Clay	18	SG
872	John	31	PG
873	Karl	30	PF
874	Mark	33	C
875	Kobe	15	SG
876	Derrick	18	PG
877	Jeff	29	SG
878	David	32	C
879	Reggie	33	SG
880	Dennis	30	PF
881	Charles	31	PF
882	Magic	33	PG
883	James	20	SF
884	Clay	18	SG
885	John	31	PG
886	Karl	30	PF
887	Mark	33	C
888	Kobe	15	SG
889	Derrick	18	PG
890	Jeff	29	SG
891	David	32	C
892	Reggie	33	SG
893	Dennis	30	PF
894	Charles	31	PF
895	Magic	33	PG
896	James	20	SF
897	Clay	18	SG
898	John	31	PG
899	Karl	30	PF
900	Mark	33	C
901	Kobe	15	SG
902	Derrick	18	PG
903	Jeff	29	SG
904	David	32	C
905	Reggie	33	SG
906	Dennis	30	PF
907	Charles	31	PF
908	Magic	33	PG
909	James	20	SF
910	Clay	18	SG
911	John	31	PG
912	Karl	30	PF
913	Mark	33	C
914	Kobe	15	SG
915	Derrick	18	PG
916	Jeff	29	SG
917	David	32	C
918	Reggie	33	SG
919	Dennis	30	PF
920	Charles	31	PF
921	Magic	33	PG
922	James	20	SF
923	Clay	18	SG
924	John	31	PG
925	Karl	30	PF
926	Mark	33	C
927	Kobe	15	SG
928	Derrick	18	PG
929	Jeff	29	SG
930	David	32	C
931	Reggie	33	SG
932	Dennis	30	PF
933	Charles	31	PF
934	Magic	33	PG
935	James	20	SF
936	Clay	18	SG
937	John	31	PG
938	Karl	30	PF
939	Mark	33	C
940	Kobe	15	SG
941	Derrick	18	PG
942	Jeff	29	SG
943	David	32	C
944	Reggie	33	SG
945	Dennis	30	PF
946	Charles	31	PF
947	Magic	33	PG
948	James	20	SF
949	Clay	18	SG
950	John	31	PG
951	Karl	30	PF
952	Mark	33	C
953	Kobe	15	SG
954	Derrick	18	PG
955	Jeff	29	SG
956	David	32	C
957	Reggie	33	SG
958	Dennis	30	PF
959	Charles	31	PF
960	Magic	33	PG
961	James	20	SF
962	Clay	18	SG
963	John	31	PG
964	Karl	30	PF
965	Mark	33	C
966	Kobe	15	SG
967	Derrick	18	PG
968	Jeff	29	SG
969	David	32	C
970	Reggie	33	SG
971	Dennis	30	PF
972	Charles	31	PF
973	Magic	33	PG
974	James	20	SF
975	Clay	18	SG
976	John	31	PG
977	Karl	30	PF
978	Mark	33	C
979	Kobe	15	SG
980	Derrick	18	PG
981	Jeff	29	SG
982	David	32	C
983	Reggie	33	SG
984	Dennis	30	PF
985	Charles	31	PF
986	Magic	33	PG
987	James	20	SF
988	Clay	18	SG
989	John	31	PG
990	Karl	30	PF
991	Mark	33	C
992	Kobe	15	SG
993	Derrick	18	PG
994	Jeff	29	SG
995	David	32	C
996	Reggie	33	SG
997	Dennis	30	PF
998	Charles	31	PF
999	Magic	33	PG
1000	James	20	SF
1001	Clay	18	SG
1002	John	31	PG
1003	Karl	30	PF
1004	Mark	33	C
1005	Kobe	15	SG
1006	Derrick	18	PG
1007	Jeff	29	SG
1008	David	32	C
1009	Reggie	33	SG
1010	Dennis	30	PF
1011	Charles	31	PF
1012	Magic	33	PG
1013	James	20	SF
1014	Clay	18	SG
1015	John	31	PG
1016	Karl	30	PF
1017	Mark	33	C
1018	Kobe	15	SG
1019	Derrick	18	PG
1020	Jeff	29	SG
1021	David	32	C
1022	Reggie	33	SG
1023	Dennis	30	PF
1024	Charles	31	PF
1025	Magic	33	PG
1026	James	20	SF
1027	Clay	18	SG
1028	John	31	PG
1029	Karl	30	PF
1030	Mark	33	C
1031	Kobe	15	SG
1032	Derrick	18	PG
1033	Jeff	29	SG
1034	David	32	C
1035	Reggie	33	SG
1036	Dennis	30	PF
1037	Charles	31	PF
1038	Magic	33	PG
1039	James	20	SF
1040	Clay	18	SG
1041	John	31	PG
1042	Karl	30	PF
1043	Mark	33	C
1044	Kobe	15	SG
1045	Derrick	18	PG
1046	Jeff	29	SG
1047	David	32	C
1048	Reggie	33	SG
1049	Dennis	30	PF
1050	Charles	31	PF
1051	Magic	33	PG
1052	James	20	SF
1053	Clay	18	SG
1054	John	31	PG
1055	Karl	30	PF
1056	Mark	33	C
1057	Kobe	15	SG
1058	Derrick	18	PG
1059	Jeff	29	SG
1060	David	32	C
1061	Reggie	33	SG
1062	Dennis	30	PF
1063	Charles	31	PF
1064	Magic	33	PG
1065	James	20	SF
1066	Clay	18	SG
1067	John	31	PG
1068	Karl	30	PF
1069	Mark	33	C
1070	Kobe	15	SG
1071	Derrick	18	PG
1072	Jeff	29	SG
1073	David	32	C
1074	Reggie	33	SG
1075	Dennis	30	PF
1076	Charles	31	PF
1077	Magic	33	PG
1078	James	20	SF
1079	Clay	18	SG
1080	John	31	PG
1081	Karl	30	PF
1082	Mark	33	C
1083	Kobe	15	SG
1084	Derrick	18	PG
1085	Jeff	29	SG
1086	David	32	C
1087	Reggie	33	SG
1088	Dennis	30	PF
1089	Charles	31	PF
1090	Magic	33	PG
1091	James	20	SF
1092	Clay	18	SG
1093	John	31	PG
1094	Karl	30	PF
1095	Mark	33	C
1096	Kobe	15	SG
1097	Derrick	18	PG
1098	Jeff	29	SG
1099	David	32	C
1100	Reggie	33	SG
1101	Dennis	30	PF
1102	Charles	31	PF
1103	Magic	33	PG
1104	James	20	SF
1105	Clay	18	SG
1106	John	31	PG
1107	Karl	30	PF
1108	Mark	33	C
1109	Kobe	15	SG
1110	Derrick	18	PG
1111	Jeff	29	SG
1112	David	32	C
1113	Reggie	33	SG
1114	Dennis	30	PF
1115	Charles	31	PF
1116	Magic	33	PG
1117	James	20	SF
1118	Clay	18	SG
1119	John	31	PG
1120	Karl	30	PF
1121	Mark	33	C
1122	Kobe	15	SG
1123	Derrick	18	PG
1124	Jeff	29	SG
1125	David	32	C
1126	Reggie	33	SG
1127	Dennis	30	PF
1128	Charles	31	PF
1129	Magic	33	PG
1130	James	20	SF
1131	Clay	18	SG
1132	John	31	PG
1133	Karl	30	PF
1134	Mark	33	C
1135	Kobe	15	SG
1136	Derrick	18	PG
1137	Jeff	29	SG
1138	David	32	C
1139	Reggie	33	SG
1140	Dennis	30	PF
1141	Charles	31	PF
1142	Magic	33	PG
1143	James	20	SF
1144	Clay	18	SG
1145	John	31	PG
1146	Karl	30	PF
1147	Mark	33	C
1148	Kobe	15	SG
1149	Derrick	18	PG
1150	Jeff	29	SG
1151	David	32	C
1152	Reggie	33	SG
1153	Dennis	30	PF
1154	Charles	31	PF
1155	Magic	33	PG
1156	James	20	SF
1157	Clay	18	SG
1158	John	31	PG
1159	Karl	30	PF
1160	Mark	33	C
1161	Kobe	15	SG
1162	Derrick	18	PG
1163	Jeff	29	SG
1164	David	32	C
1165	Reggie	33	SG
1166	Dennis	30	PF
1167	Charles	31	PF
1168	Magic	33	PG
1169	James	20	SF
1170	Clay	18	SG
1171	John	31	PG
1172	Karl	30	PF
1173	Mark	33	C
1174	Kobe	15	SG
1175	Derrick	18	PG
1176	Jeff	29	SG
1177	David	32	C
1178	Reggie	33	SG
1179	Dennis	30	PF
1180	Charles	31	PF
1181	Magic	33	PG
1182	James	20	SF
1183	Clay	18	SG
1184	John	31	PG
1185	Karl	30	PF
1186	Mark	33	C
1187	Kobe	15	SG
1188	Derrick	18	PG
1189	Jeff	29	SG
1190	David	32	C
1191	Reggie	33	SG
1192	Dennis	30	PF
1193	Charles	31	PF
1194	Magic	33	PG
1195	James	20	SF
1196	Clay	18	SG
1197	John	31	PG
1198	Karl	30	PF
1199	Mark	33	C
1200	Kobe	15	SG
1201	Derrick	18	PG
1202	Jeff	29	SG
1203	David	32	C
1204	Reggie	33	SG
1205	Dennis	30	PF
1206	Charles	31	PF
1207	Magic	33	PG
1208	James	20	SF
1209	Clay	18	SG
1210	John	31	PG
1211	Karl	30	PF
1212	Mark	33	C
1213	Kobe	15	SG
1214	Derrick	18	PG
1215	Jeff	29	SG
1216	David	32	C
1217	Reggie	33	SG
1218	Dennis	30	PF
1219	Charles	31	PF
1220	Magic	33	PG
1221	James	20	SF
1222	Clay	18	SG
1223	John	31	PG
1224	Karl	30	PF
1225	Mark	33	C
1226	Kobe	15	SG
1227	Derrick	18	PG
1228	Jeff	29	SG
1229	David	32	C
1230	Reggie	33	SG
1231	Dennis	30	PF
1232	Charles	31	PF
1233	Magic	33	PG
1234	James	20	SF
1235	Clay	18	SG
1236	John	31	PG
1237	Karl	30	PF
1238	Mark	33	C
1239	Kobe	15	SG
1240	Derrick	18	PG
1241	Jeff	29	SG
1242	David	32	C
1243	Reggie	33	SG
1244	Dennis	30	PF
1245	Charles	31	PF
1246	Magic	33	PG
1247	James	20	SF
1248	Clay	18	SG
1249	John	31	PG
1250	Karl	30	PF
1251	Mark	33	C
1252	Kobe	15	SG
1253	Derrick	18	PG
1254	Jeff	29	SG
1255	David	32	C
1256	Reggie	33	SG
1257	Dennis	30	PF
1258	Charles	31	PF
1259	Magic	33	PG
1260	James	20	SF
1261	Clay	18	SG
1262	John	31	PG
1263	Karl	30	PF
1264	Mark	33	C
1265	Kobe	15	SG
1266	Derrick	18	PG
1267	Jeff	29	SG
1268	David	32	C
1269	Reggie	33	SG
1270	Dennis	30	PF
1271	Charles	31	PF
1272	Magic	33	PG
1273	James	20	SF
1274	Clay	18	SG
